household_id,month,days_in_billing_period,household_size,area_type,has_air_conditioning,num_appliances_in_household,monthly_budget_usd,electricity_rate_per_kwh,appliance_name,num_units,power_rating_watts,is_battery_powered,charge_hours_per_cycle,charges_per_month,max_usage_hours_per_day,avg_hours_used_per_day,total_monthly_hours,kwh_per_hour,monthly_kwh_consumption,appliance_monthly_cost_usd,appliance_priority,household_total_kwh,household_total_cost_usd,budget_remaining_usd,budget_exceeded,cost_share_pct,optimal_hours_per_day,optimal_monthly_cost_usd,whatif_add_appliance_new_total_cost,whatif_increase_usage_10pct_new_cost,whatif_budget_increase_20pct
14,7,31,6,rural,1,10,352.42,0.146,Television,1,150,0,,,3.1,2.7,83.7,0.15,12.555,1.833,3,782.7,114.2742,238.1458,0,1.6,2.7,1.833,134.6412,125.7016,422.9
14,7,31,6,rural,1,10,352.42,0.146,Electric Stove,1,2000,0,,,2.6,0.8,24.8,2.0,49.6,7.2416,1,782.7,114.2742,238.1458,0,6.34,0.8,7.2416,134.6412,125.7016,422.9
14,7,31,6,rural,1,10,352.42,0.146,Laptop,1,65,1,2.0,20.0,1.29,1.29,40.0,0.065,2.6,0.3796,2,782.7,114.2742,238.1458,0,0.33,1.29,0.3795,134.6412,125.7016,422.9
14,7,31,6,rural,1,10,352.42,0.146,Space Heater,1,1500,0,,,2.4,1.3,40.3,1.5,60.45,8.8257,2,782.7,114.2742,238.1458,0,7.72,1.3,8.8257,134.6412,125.7016,422.9
14,7,31,6,rural,1,10,352.42,0.146,Air Conditioner,1,1500,0,,,10.9,10.7,331.7,1.5,497.55,72.6423,2,782.7,114.2742,238.1458,0,63.57,10.7,72.6423,134.6412,125.7016,422.9
14,7,31,6,rural,1,10,352.42,0.146,Ceiling Fan,2,150,0,,,3.5,2.3,142.6,0.15,10.695,1.5615,2,782.7,114.2742,238.1458,0,1.37,2.3,1.5615,134.6412,125.7016,422.9
14,7,31,6,rural,1,10,352.42,0.146,Gaming Console,1,150,0,,,5.8,5.2,161.2,0.15,24.18,3.5303,3,782.7,114.2742,238.1458,0,3.09,5.2,3.5303,134.6412,125.7016,422.9
15,5,28,3,urban,1,6,253.21,0.1426,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,14.3741,1,440.778,62.8549,190.3551,0,22.87,24.0,14.3741,80.8225,69.1404,303.85
15,5,28,3,urban,1,6,253.21,0.1426,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0642,2,440.778,62.8549,190.3551,0,0.1,1.61,0.0643,80.8225,69.1404,303.85
15,5,28,3,urban,1,6,253.21,0.1426,LED Lighting,3,180,0,,,8.7,6.7,562.8,0.18,33.768,4.8153,1,440.778,62.8549,190.3551,0,7.66,6.7,4.8153,80.8225,69.1404,303.85
15,5,28,3,urban,1,6,253.21,0.1426,Electric Stove,1,2000,0,,,7.9,3.0,84.0,2.0,168.0,23.9568,1,440.778,62.8549,190.3551,0,38.11,3.0,23.9568,80.8225,69.1404,303.85
15,5,28,3,urban,1,6,253.21,0.1426,Space Heater,1,1500,0,,,7.3,3.2,89.6,1.5,134.4,19.1654,2,440.778,62.8549,190.3551,0,30.49,3.2,19.1654,80.8225,69.1404,303.85
15,5,28,3,urban,1,6,253.21,0.1426,Television,1,150,0,,,1.3,0.8,22.4,0.15,3.36,0.4791,3,440.778,62.8549,190.3551,0,0.76,0.8,0.4791,80.8225,69.1404,303.85
16,6,30,5,urban,1,11,74.49,0.1611,Refrigerator,1,150,0,,,24.0,24.0,720.0,0.15,108.0,17.3988,1,1119.35,180.3274,-105.8374,1,9.65,9.91,7.1843,202.0759,198.3601,89.39
16,6,30,5,urban,1,11,74.49,0.1611,Phone Charger,1,10,1,1.5,30.0,1.5,1.5,45.0,0.01,0.45,0.0725,2,1119.35,180.3274,-105.8374,1,0.04,1.5,0.0725,202.0759,198.3601,89.39
16,6,30,5,urban,1,11,74.49,0.1611,LED Lighting,2,120,0,,,6.4,4.6,276.0,0.12,16.56,2.6678,1,1119.35,180.3274,-105.8374,1,1.48,1.9,1.1019,202.0759,198.3601,89.39
16,6,30,5,urban,1,11,74.49,0.1611,Desktop Computer,1,200,0,,,1.9,1.1,33.0,0.2,6.6,1.0633,3,1119.35,180.3274,-105.8374,1,0.59,0.91,0.8796,202.0759,198.3601,89.39
16,6,30,5,urban,1,11,74.49,0.1611,Electric Stove,1,2000,0,,,7.6,5.9,177.0,2.0,354.0,57.0294,1,1119.35,180.3274,-105.8374,1,31.63,2.44,23.585,202.0759,198.3601,89.39
16,6,30,5,urban,1,11,74.49,0.1611,Electric Oven,1,2400,0,,,7.3,5.3,159.0,2.4,381.6,61.4758,2,1119.35,180.3274,-105.8374,1,34.09,2.92,33.8697,202.0759,198.3601,89.39
16,6,30,5,urban,1,11,74.49,0.1611,Microwave,1,1000,0,,,3.1,2.1,63.0,1.0,63.0,10.1493,2,1119.35,180.3274,-105.8374,1,5.63,1.16,5.6063,202.0759,198.3601,89.39
16,6,30,5,urban,1,11,74.49,0.1611,Water Heater,1,4000,0,,,1.0,0.5,15.0,4.0,60.0,9.666,1,1119.35,180.3274,-105.8374,1,5.36,0.21,4.0597,202.0759,198.3601,89.39
16,6,30,5,urban,1,11,74.49,0.1611,Space Heater,1,1500,0,,,4.0,2.8,84.0,1.5,126.0,20.2986,2,1119.35,180.3274,-105.8374,1,11.26,1.54,11.1642,202.0759,198.3601,89.39
16,6,30,5,urban,1,11,74.49,0.1611,Tablet Charger,1,12,1,3.0,15.0,1.5,1.5,45.0,0.012,0.54,0.087,3,1119.35,180.3274,-105.8374,1,0.05,1.5,0.087,202.0759,198.3601,89.39
16,6,30,5,urban,1,11,74.49,0.1611,Laptop,1,65,1,2.0,20.0,1.33,1.33,40.0,0.065,2.6,0.4189,2,1119.35,180.3274,-105.8374,1,0.23,1.33,0.4178,202.0759,198.3601,89.39
17,8,30,6,rural,1,13,204.76,0.1265,Refrigerator,1,150,0,,,24.0,24.0,720.0,0.15,108.0,13.662,1,2245.5,284.0557,-79.2957,1,4.81,17.3,9.848,301.1332,312.4613,245.71
17,8,30,6,rural,1,13,204.76,0.1265,Phone Charger,1,10,1,1.5,30.0,1.5,1.5,45.0,0.01,0.45,0.0569,2,2245.5,284.0557,-79.2957,1,0.02,1.5,0.0569,301.1332,312.4613,245.71
17,8,30,6,rural,1,13,204.76,0.1265,LED Lighting,3,180,0,,,5.9,5.4,486.0,0.18,29.16,3.6887,1,2245.5,284.0557,-79.2957,1,1.3,3.89,2.6573,301.1332,312.4613,245.71
17,8,30,6,rural,1,13,204.76,0.1265,Television,1,150,0,,,2.0,0.7,21.0,0.15,3.15,0.3985,3,2245.5,284.0557,-79.2957,1,0.14,0.7,0.3985,301.1332,312.4613,245.71
17,8,30,6,rural,1,13,204.76,0.1265,Dishwasher,1,1200,0,,,7.9,5.8,174.0,1.2,208.8,26.4132,3,2245.5,284.0557,-79.2957,1,9.3,5.8,26.4132,301.1332,312.4613,245.71
17,8,30,6,rural,1,13,204.76,0.1265,Microwave,1,1000,0,,,6.4,4.0,120.0,1.0,120.0,15.18,2,2245.5,284.0557,-79.2957,1,5.34,3.84,14.5728,301.1332,312.4613,245.71
17,8,30,6,rural,1,13,204.76,0.1265,Water Heater,1,4000,0,,,7.2,5.1,153.0,4.0,612.0,77.418,1,2245.5,284.0557,-79.2957,1,27.25,3.68,55.8624,301.1332,312.4613,245.71
17,8,30,6,rural,1,13,204.76,0.1265,Desktop Computer,1,200,0,,,6.0,3.4,102.0,0.2,20.4,2.5806,3,2245.5,284.0557,-79.2957,1,0.91,3.4,2.5806,301.1332,312.4613,245.71
17,8,30,6,rural,1,13,204.76,0.1265,Vacuum Cleaner,1,1400,0,,,3.8,1.5,45.0,1.4,63.0,7.9695,3,2245.5,284.0557,-79.2957,1,2.81,1.5,7.9695,301.1332,312.4613,245.71
17,8,30,6,rural,1,13,204.76,0.1265,Clothes Dryer,1,5000,0,,,5.8,5.4,162.0,5.0,810.0,102.465,3,2245.5,284.0557,-79.2957,1,36.07,5.4,102.465,301.1332,312.4613,245.71
17,8,30,6,rural,1,13,204.76,0.1265,Tablet Charger,1,12,1,3.0,15.0,1.5,1.5,45.0,0.012,0.54,0.0683,3,2245.5,284.0557,-79.2957,1,0.02,1.5,0.0683,301.1332,312.4613,245.71
17,8,30,6,rural,1,13,204.76,0.1265,Washing Machine,1,500,0,,,7.0,6.4,192.0,0.5,96.0,12.144,2,2245.5,284.0557,-79.2957,1,4.28,6.15,11.6696,301.1332,312.4613,245.71
17,8,30,6,rural,1,13,204.76,0.1265,Electric Stove,1,2000,0,,,6.4,2.9,87.0,2.0,174.0,22.011,1,2245.5,284.0557,-79.2957,1,7.75,2.09,15.8631,301.1332,312.4613,245.71
18,1,31,6,rural,1,13,137.22,0.1294,Refrigerator,1,150,0,,,24.0,24.0,744.0,0.15,111.6,14.441,1,1160.652,150.1882,-12.9682,1,9.62,21.93,13.1955,168.2395,165.207,164.66
18,1,31,6,rural,1,13,137.22,0.1294,Phone Charger,1,10,1,1.5,30.0,1.45,1.45,45.0,0.01,0.45,0.0582,2,1160.652,150.1882,-12.9682,1,0.04,1.45,0.0582,168.2395,165.207,164.66
18,1,31,6,rural,1,13,137.22,0.1294,LED Lighting,3,180,0,,,6.7,4.4,409.2,0.18,24.552,3.177,1,1160.652,150.1882,-12.9682,1,2.12,4.02,2.9026,168.2395,165.207,164.66
18,1,31,6,rural,1,13,137.22,0.1294,Microwave,1,1000,0,,,7.0,4.3,133.3,1.0,133.3,17.249,2,1160.652,150.1882,-12.9682,1,11.48,4.3,17.249,168.2395,165.207,164.66
18,1,31,6,rural,1,13,137.22,0.1294,Coffee Maker,1,800,0,,,6.3,5.6,173.6,0.8,138.88,17.9711,3,1160.652,150.1882,-12.9682,1,11.97,5.6,17.9711,168.2395,165.207,164.66
18,1,31,6,rural,1,13,137.22,0.1294,Desktop Computer,1,200,0,,,2.9,2.4,74.4,0.2,14.88,1.9255,3,1160.652,150.1882,-12.9682,1,1.28,2.4,1.9255,168.2395,165.207,164.66
18,1,31,6,rural,1,13,137.22,0.1294,Water Heater,1,4000,0,,,4.4,2.1,65.1,4.0,260.4,33.6958,1,1160.652,150.1882,-12.9682,1,22.44,1.92,30.8076,168.2395,165.207,164.66
18,1,31,6,rural,1,13,137.22,0.1294,Space Heater,1,1500,0,,,4.1,3.3,102.3,1.5,153.45,19.8564,2,1160.652,150.1882,-12.9682,1,13.22,3.3,19.8564,168.2395,165.207,164.66
18,1,31,6,rural,1,13,137.22,0.1294,Clothes Dryer,1,5000,0,,,2.6,1.4,43.4,5.0,217.0,28.0798,3,1160.652,150.1882,-12.9682,1,18.7,1.4,28.0798,168.2395,165.207,164.66
18,1,31,6,rural,1,13,137.22,0.1294,Television,1,150,0,,,7.3,2.6,80.6,0.15,12.09,1.5644,3,1160.652,150.1882,-12.9682,1,1.04,2.6,1.5644,168.2395,165.207,164.66
18,1,31,6,rural,1,13,137.22,0.1294,Ceiling Fan,1,75,0,,,2.6,2.0,62.0,0.075,4.65,0.6017,2,1160.652,150.1882,-12.9682,1,0.4,2.0,0.6017,168.2395,165.207,164.66
18,1,31,6,rural,1,13,137.22,0.1294,Vacuum Cleaner,1,1400,0,,,5.9,2.0,62.0,1.4,86.8,11.2319,3,1160.652,150.1882,-12.9682,1,7.48,2.0,11.2319,168.2395,165.207,164.66
18,1,31,6,rural,1,13,137.22,0.1294,Laptop,1,65,1,2.0,20.0,1.29,1.29,40.0,0.065,2.6,0.3364,2,1160.652,150.1882,-12.9682,1,0.22,1.29,0.3364,168.2395,165.207,164.66
19,9,30,4,rural,1,12,195.52,0.1139,Refrigerator,1,150,0,,,24.0,24.0,720.0,0.15,108.0,12.3012,1,1004.99,114.4684,81.0516,0,10.75,24.0,12.3012,129.8449,125.9152,234.62
19,9,30,4,rural,1,12,195.52,0.1139,Phone Charger,1,10,1,1.5,30.0,1.5,1.5,45.0,0.01,0.45,0.0513,2,1004.99,114.4684,81.0516,0,0.04,1.5,0.0513,129.8449,125.9152,234.62
19,9,30,4,rural,1,12,195.52,0.1139,LED Lighting,2,120,0,,,8.5,8.0,480.0,0.12,28.8,3.2803,1,1004.99,114.4684,81.0516,0,2.87,8.0,3.2803,129.8449,125.9152,234.62
19,9,30,4,rural,1,12,195.52,0.1139,Vacuum Cleaner,1,1400,0,,,7.7,4.6,138.0,1.4,193.2,22.0055,3,1004.99,114.4684,81.0516,0,19.22,4.6,22.0055,129.8449,125.9152,234.62
19,9,30,4,rural,1,12,195.52,0.1139,Air Conditioner,1,1500,0,,,8.0,6.2,186.0,1.5,279.0,31.7781,2,1004.99,114.4684,81.0516,0,27.76,6.2,31.7781,129.8449,125.9152,234.62
19,9,30,4,rural,1,12,195.52,0.1139,Space Heater,1,1500,0,,,5.2,2.4,72.0,1.5,108.0,12.3012,2,1004.99,114.4684,81.0516,0,10.75,2.4,12.3012,129.8449,125.9152,234.62
19,9,30,4,rural,1,12,195.52,0.1139,Tablet Charger,1,12,1,3.0,15.0,1.5,1.5,45.0,0.012,0.54,0.0615,3,1004.99,114.4684,81.0516,0,0.05,1.5,0.0615,129.8449,125.9152,234.62
19,9,30,4,rural,1,12,195.52,0.1139,Clothes Dryer,1,5000,0,,,2.5,1.5,45.0,5.0,225.0,25.6275,3,1004.99,114.4684,81.0516,0,22.39,1.5,25.6275,129.8449,125.9152,234.62
19,9,30,4,rural,1,12,195.52,0.1139,Laptop,1,65,1,2.0,20.0,1.33,1.33,40.0,0.065,2.6,0.2961,2,1004.99,114.4684,81.0516,0,0.26,1.33,0.2954,129.8449,125.9152,234.62
19,9,30,4,rural,1,12,195.52,0.1139,Ceiling Fan,1,75,0,,,3.7,2.8,84.0,0.075,6.3,0.7176,2,1004.99,114.4684,81.0516,0,0.63,2.8,0.7176,129.8449,125.9152,234.62
19,9,30,4,rural,1,12,195.52,0.1139,Gaming Console,1,150,0,,,6.6,5.3,159.0,0.15,23.85,2.7165,3,1004.99,114.4684,81.0516,0,2.37,5.3,2.7165,129.8449,125.9152,234.62
19,9,30,4,rural,1,12,195.52,0.1139,Television,1,150,0,,,6.9,6.5,195.0,0.15,29.25,3.3316,3,1004.99,114.4684,81.0516,0,2.91,6.5,3.3316,129.8449,125.9152,234.62
20,7,31,5,urban,1,12,247.54,0.1471,Refrigerator,1,150,0,,,24.0,24.0,744.0,0.15,111.6,16.4164,1,807.0015,118.7099,128.8301,0,13.83,24.0,16.4164,139.2304,130.5809,297.05
20,7,31,5,urban,1,12,247.54,0.1471,Phone Charger,1,10,1,1.5,30.0,1.45,1.45,45.0,0.01,0.45,0.0662,2,807.0015,118.7099,128.8301,0,0.06,1.45,0.0661,139.2304,130.5809,297.05
20,7,31,5,urban,1,12,247.54,0.1471,LED Lighting,2,120,0,,,6.0,5.7,353.4,0.12,21.204,3.1191,1,807.0015,118.7099,128.8301,0,2.63,5.7,3.1191,139.2304,130.5809,297.05
20,7,31,5,urban,1,12,247.54,0.1471,Microwave,1,1000,0,,,2.9,2.8,86.8,1.0,86.8,12.7683,2,807.0015,118.7099,128.8301,0,10.76,2.8,12.7683,139.2304,130.5809,297.05
20,7,31,5,urban,1,12,247.54,0.1471,Coffee Maker,1,800,0,,,4.0,3.5,108.5,0.8,86.8,12.7683,3,807.0015,118.7099,128.8301,0,10.76,3.5,12.7683,139.2304,130.5809,297.05
20,7,31,5,urban,1,12,247.54,0.1471,Dishwasher,1,1200,0,,,4.3,3.5,108.5,1.2,130.2,19.1524,3,807.0015,118.7099,128.8301,0,16.13,3.5,19.1524,139.2304,130.5809,297.05
20,7,31,5,urban,1,12,247.54,0.1471,Air Conditioner,1,1500,0,,,4.4,4.3,133.3,1.5,199.95,29.4126,2,807.0015,118.7099,128.8301,0,24.78,4.3,29.4126,139.2304,130.5809,297.05
20,7,31,5,urban,1,12,247.54,0.1471,Tablet Charger,1,12,1,3.0,15.0,1.45,1.45,45.0,0.012,0.54,0.0794,3,807.0015,118.7099,128.8301,0,0.07,1.45,0.0793,139.2304,130.5809,297.05
20,7,31,5,urban,1,12,247.54,0.1471,Laptop,1,65,1,2.0,20.0,1.29,1.29,40.0,0.065,2.6,0.3825,2,807.0015,118.7099,128.8301,0,0.32,1.29,0.3824,139.2304,130.5809,297.05
20,7,31,5,urban,1,12,247.54,0.1471,Television,1,150,0,,,2.6,0.9,27.9,0.15,4.185,0.6156,3,807.0015,118.7099,128.8301,0,0.52,0.9,0.6156,139.2304,130.5809,297.05
20,7,31,5,urban,1,12,247.54,0.1471,Electric Stove,1,2000,0,,,7.7,2.5,77.5,2.0,155.0,22.8005,1,807.0015,118.7099,128.8301,0,19.21,2.5,22.8005,139.2304,130.5809,297.05
20,7,31,5,urban,1,12,247.54,0.1471,Ceiling Fan,1,75,0,,,7.6,3.3,102.3,0.075,7.6725,1.1286,2,807.0015,118.7099,128.8301,0,0.95,3.3,1.1286,139.2304,130.5809,297.05
21,3,30,1,urban,1,9,284.31,0.1317,Refrigerator,1,150,0,,,24.0,24.0,720.0,0.15,108.0,14.2236,1,1531.53,201.7026,82.6074,0,7.05,24.0,14.2236,219.4821,221.8729,341.17
21,3,30,1,urban,1,9,284.31,0.1317,Phone Charger,1,10,1,1.5,30.0,1.5,1.5,45.0,0.01,0.45,0.0593,2,1531.53,201.7026,82.6074,0,0.03,1.5,0.0593,219.4821,221.8729,341.17
21,3,30,1,urban,1,9,284.31,0.1317,LED Lighting,3,180,0,,,9.8,8.7,783.0,0.18,46.98,6.1873,1,1531.53,201.7026,82.6074,0,3.07,8.7,6.1873,219.4821,221.8729,341.17
21,3,30,1,urban,1,9,284.31,0.1317,Coffee Maker,1,800,0,,,6.4,2.7,81.0,0.8,64.8,8.5342,3,1531.53,201.7026,82.6074,0,4.23,2.7,8.5342,219.4821,221.8729,341.17
21,3,30,1,urban,1,9,284.31,0.1317,Water Heater,1,4000,0,,,3.2,2.3,69.0,4.0,276.0,36.3492,1,1531.53,201.7026,82.6074,0,18.02,2.3,36.3492,219.4821,221.8729,341.17
21,3,30,1,urban,1,9,284.31,0.1317,Vacuum Cleaner,1,1400,0,,,7.5,5.3,159.0,1.4,222.6,29.3164,3,1531.53,201.7026,82.6074,0,14.53,5.3,29.3164,219.4821,221.8729,341.17
21,3,30,1,urban,1,9,284.31,0.1317,Television,1,150,0,,,7.4,4.2,126.0,0.15,18.9,2.4891,3,1531.53,201.7026,82.6074,0,1.23,4.2,2.4891,219.4821,221.8729,341.17
21,3,30,1,urban,1,9,284.31,0.1317,Dishwasher,1,1200,0,,,7.6,3.3,99.0,1.2,118.8,15.646,3,1531.53,201.7026,82.6074,0,7.76,3.3,15.646,219.4821,221.8729,341.17
21,3,30,1,urban,1,9,284.31,0.1317,Clothes Dryer,1,5000,0,,,5.1,4.5,135.0,5.0,675.0,88.8975,3,1531.53,201.7026,82.6074,0,44.07,4.5,88.8975,219.4821,221.8729,341.17
22,11,31,2,urban,0,6,331.93,0.1377,Refrigerator,1,150,0,,,24.0,24.0,744.0,0.15,111.6,15.3673,1,323.656,44.5674,287.3626,0,34.48,24.0,15.3673,63.7765,49.0241,398.32
22,11,31,2,urban,0,6,331.93,0.1377,Phone Charger,1,10,1,1.5,30.0,1.45,1.45,45.0,0.01,0.45,0.062,2,323.656,44.5674,287.3626,0,0.14,1.45,0.0619,63.7765,49.0241,398.32
22,11,31,2,urban,0,6,331.93,0.1377,LED Lighting,2,120,0,,,4.4,3.8,235.6,0.12,14.136,1.9465,1,323.656,44.5674,287.3626,0,4.37,3.8,1.9465,63.7765,49.0241,398.32
22,11,31,2,urban,0,6,331.93,0.1377,Electric Oven,1,2400,0,,,1.1,0.7,21.7,2.4,52.08,7.1714,2,323.656,44.5674,287.3626,0,16.09,0.7,7.1714,63.7765,49.0241,398.32
22,11,31,2,urban,0,6,331.93,0.1377,Space Heater,1,1500,0,,,4.4,2.7,83.7,1.5,125.55,17.2882,2,323.656,44.5674,287.3626,0,38.79,2.7,17.2882,63.7765,49.0241,398.32
22,11,31,2,urban,0,6,331.93,0.1377,Desktop Computer,1,200,0,,,3.5,3.2,99.2,0.2,19.84,2.732,3,323.656,44.5674,287.3626,0,6.13,3.2,2.732,63.7765,49.0241,398.32
23,7,28,4,urban,1,10,306.83,0.1776,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,17.9021,1,617.51,109.6699,197.1601,0,16.32,24.0,17.9021,132.0475,120.6369,368.2
23,7,28,4,urban,1,10,306.83,0.1776,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0799,2,617.51,109.6699,197.1601,0,0.07,1.61,0.0801,132.0475,120.6369,368.2
23,7,28,4,urban,1,10,306.83,0.1776,LED Lighting,2,120,0,,,9.1,8.5,476.0,0.12,28.56,5.0723,1,617.51,109.6699,197.1601,0,4.63,8.5,5.0723,132.0475,120.6369,368.2
23,7,28,4,urban,1,10,306.83,0.1776,Gaming Console,1,150,0,,,1.6,1.5,42.0,0.15,6.3,1.1189,3,617.51,109.6699,197.1601,0,1.02,1.5,1.1189,132.0475,120.6369,368.2
23,7,28,4,urban,1,10,306.83,0.1776,Coffee Maker,1,800,0,,,2.7,1.7,47.6,0.8,38.08,6.763,3,617.51,109.6699,197.1601,0,6.17,1.7,6.763,132.0475,120.6369,368.2
23,7,28,4,urban,1,10,306.83,0.1776,Laptop,1,65,1,2.0,20.0,1.43,1.43,40.0,0.065,2.6,0.4618,2,617.51,109.6699,197.1601,0,0.42,1.43,0.4622,132.0475,120.6369,368.2
23,7,28,4,urban,1,10,306.83,0.1776,Space Heater,1,1500,0,,,5.3,3.0,84.0,1.5,126.0,22.3776,2,617.51,109.6699,197.1601,0,20.4,3.0,22.3776,132.0475,120.6369,368.2
23,7,28,4,urban,1,10,306.83,0.1776,Electric Oven,1,2400,0,,,1.2,1.1,30.8,2.4,73.92,13.1282,2,617.51,109.6699,197.1601,0,11.97,1.1,13.1282,132.0475,120.6369,368.2
23,7,28,4,urban,1,10,306.83,0.1776,Clothes Dryer,1,5000,0,,,2.3,1.0,28.0,5.0,140.0,24.864,3,617.51,109.6699,197.1601,0,22.67,1.0,24.864,132.0475,120.6369,368.2
23,7,28,4,urban,1,10,306.83,0.1776,Microwave,1,1000,0,,,6.6,3.6,100.8,1.0,100.8,17.9021,2,617.51,109.6699,197.1601,0,16.32,3.6,17.9021,132.0475,120.6369,368.2
24,9,28,5,rural,1,9,230.82,0.1135,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,11.4408,1,951.218,107.9633,122.8567,0,10.6,24.0,11.4408,122.2643,118.7596,276.98
24,9,28,5,rural,1,9,230.82,0.1135,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0511,2,951.218,107.9633,122.8567,0,0.05,1.61,0.0512,122.2643,118.7596,276.98
24,9,28,5,rural,1,9,230.82,0.1135,LED Lighting,2,120,0,,,7.9,6.3,352.8,0.12,21.168,2.4026,1,951.218,107.9633,122.8567,0,2.23,6.3,2.4026,122.2643,118.7596,276.98
24,9,28,5,rural,1,9,230.82,0.1135,Space Heater,1,1500,0,,,6.6,2.4,67.2,1.5,100.8,11.4408,2,951.218,107.9633,122.8567,0,10.6,2.4,11.4408,122.2643,118.7596,276.98
24,9,28,5,rural,1,9,230.82,0.1135,Gaming Console,1,150,0,,,2.6,2.0,56.0,0.15,8.4,0.9534,3,951.218,107.9633,122.8567,0,0.88,2.0,0.9534,122.2643,118.7596,276.98
24,9,28,5,rural,1,9,230.82,0.1135,Water Heater,1,4000,0,,,3.1,2.2,61.6,4.0,246.4,27.9664,1,951.218,107.9633,122.8567,0,25.9,2.2,27.9664,122.2643,118.7596,276.98
24,9,28,5,rural,1,9,230.82,0.1135,Vacuum Cleaner,1,1400,0,,,4.3,2.9,81.2,1.4,113.68,12.9027,3,951.218,107.9633,122.8567,0,11.95,2.9,12.9027,122.2643,118.7596,276.98
24,9,28,5,rural,1,9,230.82,0.1135,Electric Stove,1,2000,0,,,4.0,3.3,92.4,2.0,184.8,20.9748,1,951.218,107.9633,122.8567,0,19.43,3.3,20.9748,122.2643,118.7596,276.98
24,9,28,5,rural,1,9,230.82,0.1135,Electric Oven,1,2400,0,,,3.3,2.6,72.8,2.4,174.72,19.8307,2,951.218,107.9633,122.8567,0,18.37,2.6,19.8307,122.2643,118.7596,276.98
25,4,28,3,rural,0,8,302.45,0.1006,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,10.1405,1,554.952,55.8282,246.6218,0,18.16,24.0,10.1405,68.5038,61.411,362.94
25,4,28,3,rural,0,8,302.45,0.1006,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0453,2,554.952,55.8282,246.6218,0,0.08,1.61,0.0454,68.5038,61.411,362.94
25,4,28,3,rural,0,8,302.45,0.1006,LED Lighting,3,180,0,,,7.5,6.8,571.2,0.18,34.272,3.4478,1,554.952,55.8282,246.6218,0,6.18,6.8,3.4478,68.5038,61.411,362.94
25,4,28,3,rural,0,8,302.45,0.1006,Laptop,1,65,1,2.0,20.0,1.43,1.43,40.0,0.065,2.6,0.2616,2,554.952,55.8282,246.6218,0,0.47,1.43,0.2618,68.5038,61.411,362.94
25,4,28,3,rural,0,8,302.45,0.1006,Tablet Charger,1,12,1,3.0,15.0,1.61,1.61,45.0,0.012,0.54,0.0543,3,554.952,55.8282,246.6218,0,0.1,1.61,0.0544,68.5038,61.411,362.94
25,4,28,3,rural,0,8,302.45,0.1006,Electric Oven,1,2400,0,,,5.2,5.1,142.8,2.4,342.72,34.4776,2,554.952,55.8282,246.6218,0,61.76,5.1,34.4776,68.5038,61.411,362.94
25,4,28,3,rural,0,8,302.45,0.1006,Ceiling Fan,1,75,0,,,3.1,1.7,47.6,0.075,3.57,0.3591,2,554.952,55.8282,246.6218,0,0.64,1.7,0.3591,68.5038,61.411,362.94
25,4,28,3,rural,0,8,302.45,0.1006,Microwave,1,1000,0,,,3.1,2.5,70.0,1.0,70.0,7.042,2,554.952,55.8282,246.6218,0,12.61,2.5,7.042,68.5038,61.411,362.94
26,1,31,2,rural,1,13,152.25,0.1317,Refrigerator,1,150,0,,,24.0,24.0,744.0,0.15,111.6,14.6977,1,1189.2845,156.6288,-4.3788,1,9.38,23.33,14.2874,175.001,172.2917,182.7
26,1,31,2,rural,1,13,152.25,0.1317,Phone Charger,1,10,1,1.5,30.0,1.45,1.45,45.0,0.01,0.45,0.0593,2,1189.2845,156.6288,-4.3788,1,0.04,1.45,0.0592,175.001,172.2917,182.7
26,1,31,2,rural,1,13,152.25,0.1317,LED Lighting,2,120,0,,,9.6,7.6,471.2,0.12,28.272,3.7234,1,1189.2845,156.6288,-4.3788,1,2.38,7.39,3.6205,175.001,172.2917,182.7
26,1,31,2,rural,1,13,152.25,0.1317,Electric Stove,1,2000,0,,,6.8,3.9,120.9,2.0,241.8,31.8451,1,1189.2845,156.6288,-4.3788,1,20.33,3.79,30.9469,175.001,172.2917,182.7
26,1,31,2,rural,1,13,152.25,0.1317,Air Conditioner,1,1500,0,,,0.9,0.7,21.7,1.5,32.55,4.2868,2,1189.2845,156.6288,-4.3788,1,2.74,0.7,4.2868,175.001,172.2917,182.7
26,1,31,2,rural,1,13,152.25,0.1317,Clothes Dryer,1,5000,0,,,1.4,0.6,18.6,5.0,93.0,12.2481,3,1189.2845,156.6288,-4.3788,1,7.82,0.6,12.2481,175.001,172.2917,182.7
26,1,31,2,rural,1,13,152.25,0.1317,Microwave,1,1000,0,,,4.9,2.5,77.5,1.0,77.5,10.2068,2,1189.2845,156.6288,-4.3788,1,6.52,2.5,10.2068,175.001,172.2917,182.7
